Name,Birth Date,Phone Number,Own House,Country,Zip Code,Year,Time,Longitude,Latitude
Stacey Sparks,2017-08-20,(0117) 4960125,NO,Rwanda,65614,1977,01:48:09,-165.894478,88.832343
Angela Miller,2017-09-20,0115 496 0109,NO,Mongolia,65932,1989,10:24:32,56.737349,16.127090
Belinda Sanders,2000-01-24,+441632 960714,NO,Turkey,53811,1990,01:48:43,-143.781108,39.546978
Ryan Allison,2009-02-02,(0118) 4960923,NO,Germany,18690,1986,11:34:15,-14.489023,-78.5559545
Peter Rose,1971-08-02,0114 4960067,YES,Micronesia,38054,1988,18:02:32,-141.252960,63.235254
Amanda Lewis,1971-10-04,+44306 9990495,YES,Kyrgyz Republic,29562,1972,16:21:54,-171.339819,54.0054785
Juan Kelley,1998-09-04,+44131 4960100,NO,Namibia,56677,1974,22:59:12,-135.711705,-52.093144
Troy Lawson,1980-03-26,+44(0)115 496 0688,NO,Bulgaria,61995,1997,14:13:20,10.589303,-83.5364305
Carla Johnson,2000-06-20,+44(0)1414960035,NO,United States of America,56039,1971,12:23:34,175.524027,-88.000831
Chase Brooks,1979-03-04,(0113) 496 0657,YES,Lao People's Democratic Republic,89167,2016,05:29:41,-58.909770,-52.0205025
Dana Chang,1998-10-09,(0118) 4960372,NO,Palau,52333,2017,10:26:52,139.958098,65.021008
Lynn Farley,2016-12-27,(0117) 4960012,NO,Mali,69600,1981,22:04:24,-1.829497,41.135602
Kelly Knapp,2014-07-24,+44(0)118 496 0462,YES,Dominican Republic,58895,1980,11:50:42,93.549841,-64.3378555
Michael Cooper,1983-06-02,(029)2018170,YES,Israel,80020,1996,08:54:26,58.497798,-22.2769765
Danielle French,2013-01-03,+44115 4960111,NO,Korea,30894,1987,02:31:36,-137.577707,-43.007804
Rachel Mullins,2018-09-19,+44(0)909 879 0688,YES,Kyrgyz Republic,44857,1981,01:28:23,-135.848403,2.078575
Lynn Thomas,1990-10-12,(0161) 496 0528,YES,Wallis and Futuna,46864,2001,15:24:52,117.777678,77.1346235
Douglas Young,1979-10-18,(0113)4960116,NO,South Georgia and the South Sandwich Islands,89636,1981,06:16:37,86.524148,-59.223203
Katrina Lewis,2012-08-23,+44289018128,NO,Qatar,66465,1992,12:41:07,-160.015758,13.4608795
George Moore,1978-07-27,+44(0)118 4960648,YES,Solomon Islands,71594,1991,00:19:10,-5.130616,-20.0786635
Donald Sosa,1996-05-26,+44(0)808 1570534,NO,Martinique,30605,2016,00:51:47,143.777384,18.4975055
Amy Smith,2001-08-20,+44141 496 0555,YES,Guadeloupe,48135,1988,00:28:05,83.686158,13.4768715
Justin Johnson,2001-07-02,(0141) 496 0637,NO,Tonga,49588,1980,08:48:51,-162.755440,-18.782604
Luke Le,2017-08-28,+44(0)161 496 0429,YES,Tuvalu,18657,2019,08:05:51,97.888230,78.868006
Douglas Rocha,2006-09-19,+44(0)121 4960350,YES,Brunei Darussalam,59561,1989,12:00:35,-179.150156,-33.726725
Morgan Sullivan,1973-10-11,+4429 2018 0185,YES,Croatia,51094,2021,14:25:03,76.169243,73.2459415
Miguel Patterson,2010-04-01,+44(0)29 2018366,YES,Palestinian Territory,36108,1987,04:54:07,-94.909888,-61.660665
Andrea Hickman PhD,1981-05-12,+44808 157 0231,NO,Estonia,78790,1973,15:31:52,44.241988,33.1478845
John Miller,2013-07-16,(0808) 157 0612,YES,Indonesia,24521,2020,07:17:11,157.292014,-54.8354075
Bruce Jefferson,1998-07-26,0115 496 0090,YES,Belarus,60297,1971,08:59:13,63.240627,-46.1544385
James Collins,1982-04-20,0113 496 0524,NO,Bosnia and Herzegovina,17279,1996,04:22:03,1.254115,-26.4910455
Amanda Everett,2018-02-22,+44(0)1914960216,YES,Saint Lucia,25338,1992,08:41:52,137.837999,-57.1192875
Shane Walton,1998-04-17,+44(0)1214960109,NO,Sudan,74508,2012,01:53:16,-90.251673,65.015269
Megan Hernandez,1978-06-03,(0191)4960150,NO,Heard Island and McDonald Islands,97972,1978,08:29:06,-99.712975,-21.6356525
Charles Mason,1987-04-08,01914960891,YES,Rwanda,59785,2010,22:10:36,-115.310894,24.1555835
Amanda Cruz,1982-09-07,0121 496 0576,NO,Suriname,84550,2018,19:28:43,142.776746,64.6616375
Danielle Powell,2018-11-29,+44(0)8081570730,NO,Mongolia,71095,1976,16:08:25,161.038724,-77.339161
Lisa Boyd,1978-04-24,01154960836,YES,Sierra Leone,30205,2005,14:06:32,-7.845976,-69.2008815
Pamela Travis,1971-06-24,(0141) 496 0261,YES,Ecuador,90196,1999,17:46:03,-143.359560,-71.235113
Steven White,1974-08-12,+44113 4960824,YES,Morocco,65812,2008,17:40:26,-51.264992,-15.706013
Nathan Rodriguez,2000-05-12,+44141 496 0508,YES,Japan,36698,1971,03:48:09,-39.298497,-79.0565765
Tracy King,2004-09-03,+44115 4960582,NO,Cape Verde,61992,1975,06:26:40,-42.413978,39.4067345
Dale Kelley,1982-03-17,0131 4960381,NO,United States of America,38246,1983,02:03:03,-177.197646,-33.961926
Alexander Compton,1998-05-20,0141 4960962,YES,Namibia,78782,2001,20:11:26,65.640941,3.0674325
Grace Romero,1994-05-25,+44(0)289018713,YES,Montenegro,47448,1993,06:44:11,139.160833,5.239819
Amber Boyd,2014-12-13,+44113 496 0399,NO,Anguilla,08854,2009,03:14:18,67.356840,31.0955375
Tina Brown,1982-04-17,+44(0)1214960253,NO,Maldives,32498,1991,18:47:01,-3.457606,48.9406705
Joseph Perry,1987-12-27,0808 1570585,NO,Kenya,84324,2017,03:05:48,126.724683,81.9141265
Sarah Flores,2005-05-13,+441414960069,NO,French Southern Territories,44120,2001,13:29:15,43.195200,74.4587785
Paul Taylor,1988-10-19,(0118) 4960095,NO,Algeria,72677,2005,03:40:51,168.687763,-41.103683
Mark Snow,1976-04-23,0114 4960323,YES,Ukraine,45309,1972,13:24:37,143.848324,2.757852
Christine Boyer,2006-10-22,+441174960825,NO,Denmark,16136,2005,16:08:07,175.837595,-44.7376595
Jacqueline Hernandez,1984-10-13,(0808) 157 0342,YES,Somalia,44729,1996,09:40:04,-43.090134,-25.145808
Kenneth Lane,2018-12-20,+44(0)113 4960646,NO,Saint Lucia,44923,1995,09:04:10,-98.401603,-25.5948395
Kimberly Watson,1975-10-23,+44(0)1514960304,NO,Netherlands Antilles,37044,2021,02:18:40,39.774945,47.951950
Maria Smith,2010-03-22,+44(0)29 2018 0851,NO,Spain,26544,2005,20:31:12,-81.726988,-25.9247225
Sharon Little,1978-09-24,(0118) 496 0743,NO,Sweden,06402,1971,22:09:51,94.425925,74.6886255
Edward Fisher,1980-12-05,+44(0)1914960738,YES,Christmas Island,63930,1987,14:23:38,-30.798984,3.700136
Christopher Patterson,1981-02-09,02074960050,NO,Turkey,50868,1972,14:58:09,-110.964369,-83.455854
Jaime Santos,1979-10-21,(0909) 8790974,NO,Uruguay,32566,2008,19:25:30,34.547113,47.2934595
Alexis Todd,1975-10-23,(020) 7496 0180,NO,Romania,29915,1994,10:45:20,-14.533711,12.474878
Renee Jones,1971-08-17,0113 4960382,YES,Congo,86716,1986,13:58:52,108.650394,2.967874
Connie Smith,1970-04-03,+441154960761,NO,British Indian Ocean Territory (Chagos Archipelago),60084,1992,03:46:03,-162.825459,64.698339
Lori Scott,1997-10-24,(0121) 4960446,NO,Bermuda,05433,1972,04:10:00,172.119053,-64.031852
Annette Brown,2018-04-16,(0115)4960068,NO,El Salvador,63489,1982,23:57:46,14.706398,24.444524
Danny Heath,1982-11-27,(020)74960294,YES,Congo,04394,1988,11:36:02,-3.833918,-49.7778845
Bruce Callahan,2013-11-12,01144960300,NO,French Southern Territories,84450,2016,09:53:52,103.275173,30.3038185
Caroline Hodges,2010-04-04,+4420 74960453,YES,Portugal,03464,1978,08:04:14,85.345535,2.0637785
Samantha Price,1979-04-06,(0114) 4960292,YES,Botswana,74811,1998,00:15:28,-27.872610,37.1699505
Kathryn Kirk,1987-11-22,0289018479,YES,Nepal,63111,1985,02:17:23,17.245852,46.972166
Taylor Thornton,2000-12-10,(0116)4960965,NO,Swaziland,66338,1984,15:16:15,-63.840377,-40.3431755
Sheryl Mendoza,1999-09-07,+44141 4960107,NO,Guam,24003,1997,10:18:04,-162.903617,6.9140885
Amy Mcgee,2015-09-07,+44(0)1614960932,YES,Oman,41797,1994,15:37:31,-20.236187,38.6955545
Mr. Thomas Goodman,2006-01-21,+44(0)116 496 0223,NO,Malaysia,57897,1991,06:23:01,16.378502,-15.784209
Mark Woods,2008-01-18,0161 496 0685,YES,United States Minor Outlying Islands,57758,2005,11:20:21,175.143688,34.655208
Kayla Duarte,1981-02-28,(020) 74960951,NO,Dominica,06594,2015,05:02:35,49.338594,9.9155385
Megan Bradford,2006-09-28,(0116) 496 0740,YES,Norway,73339,2010,23:52:38,-71.962293,28.7260845
Ann Ramirez,1980-02-21,+44(0)8081570323,NO,Samoa,05549,2004,22:20:10,-59.673351,-22.728763
Crystal Hill,1981-01-01,(0306) 9990839,NO,Falkland Islands (Malvinas),89888,2016,23:59:18,-41.123369,-19.632271
Autumn Campbell,1989-09-08,0121 496 0429,YES,Bhutan,57536,2007,21:59:37,-116.305542,-3.1588185
Nicholas Dominguez,2010-10-03,+44116 4960784,YES,Peru,82325,2003,19:47:21,-13.059482,-5.121398
Timothy Mays,1973-06-05,+44(0)141 496 0204,NO,Iraq,01694,2009,22:53:16,134.146852,19.140960
Angela Stout,2011-10-09,(01632) 960 424,NO,Bhutan,91169,2020,17:01:38,34.478419,48.0653575
Colleen Johnson,1996-08-16,(0131)4960630,NO,Djibouti,55104,1984,08:00:50,55.929315,22.277330
Martin Brown,1978-11-09,+44(0)9098790263,NO,Montenegro,54986,1976,18:44:25,73.866488,-2.7671045
Dillon Bender,1972-04-04,020 7946 0117,NO,Georgia,61796,1984,10:58:12,123.564219,-14.2105065
Christopher Webb,1983-01-26,(0161) 496 0775,YES,Bhutan,49946,2017,07:39:49,16.352862,33.311423
John Shannon,2010-11-01,(0118)4960362,NO,Hungary,48980,1979,21:56:47,-59.271589,86.695115
Robin Bruce,2015-05-03,+44(0)1164960456,NO,French Guiana,08871,1977,13:49:54,158.151366,77.7615795
Melissa Owens,2010-02-20,(0151) 496 0473,NO,Kenya,42812,2021,01:53:22,49.791380,15.115438
Nancy Smith,1997-05-28,+44(0)1184960888,YES,Taiwan,27197,2006,12:20:30,127.842095,68.398995
Elizabeth Wilson,1975-05-06,+44(0)118 496 0541,NO,Turkey,63646,2006,08:08:21,135.801414,68.827765
Karina Solis,1983-02-26,(0121) 496 0735,NO,Christmas Island,05518,1989,17:57:01,-68.635437,-33.336606
Ruben Burns,1987-11-23,0909 8790141,YES,Bosnia and Herzegovina,77719,1975,20:30:34,32.871184,-18.250096
Sara Warren,2001-06-24,+4420 7496 0271,NO,Mexico,76933,2009,10:13:55,-179.993037,-75.1743615
Brooke Nelson,1994-04-25,(028) 9018625,NO,Montserrat,82285,1984,21:44:26,85.855875,47.2534905
Jeffrey Chapman,2002-01-26,+4420 7496 0951,NO,Namibia,92514,1971,13:37:28,-156.721344,85.1286425
Emily Burnett,2013-01-24,(0151) 4960006,YES,Monaco,89265,1977,21:09:08,-54.515843,-4.219649
Matthew Reid,1974-08-10,+441414960012,YES,Germany,25925,1982,13:41:28,30.019319,82.203161
Ashley Parsons,2013-02-14,0131 496 0522,YES,Singapore,54611,2020,16:23:36,163.209785,-44.0822305
Diane Coleman,2016-12-30,+44(0)113 496 0768,NO,Saint Helena,04818,1989,02:50:42,172.329781,-40.212552
Kenneth Martinez,1993-03-02,+44(0)114 4960178,YES,American Samoa,74067,2008,05:36:58,-37.956916,36.0114425
Darin Keith,2012-11-05,+44(0)28 9018109,YES,Philippines,35056,1971,11:37:39,77.185644,75.693073
Christopher Peterson,2007-12-15,+44116 4960454,NO,Falkland Islands (Malvinas),55366,2011,01:58:50,-112.964116,-85.4369755
Kari Cohen,2011-07-24,(0161)4960890,YES,Chad,05630,2003,03:53:51,11.685350,13.5539515
Sarah Russell,2012-07-03,(0114) 4960570,NO,United Kingdom,10218,1994,02:24:00,135.036844,-51.0581715
Tanya Lopez,2007-05-01,+441164960128,YES,Gabon,51153,2011,12:27:56,14.991838,-59.372909
Tammy Williams,1994-12-16,+44116 496 0251,NO,Anguilla,76670,1987,12:54:51,60.858574,-75.469292
Olivia Steele,2019-03-11,03069990101,YES,Turkmenistan,22137,2018,16:57:30,170.474754,-11.076104
Rebecca Berg,1986-02-04,+44(0)116 496 0492,NO,French Polynesia,26040,2003,18:29:41,27.735149,-76.2266145
Nicholas Green,1979-10-11,(0131) 496 0774,YES,Taiwan,46922,1971,19:08:48,-156.339970,-80.4068895
David Marquez,1992-02-28,+44(0)141 496 0519,YES,Taiwan,93859,2015,15:20:33,-1.263241,-75.984994
Joseph Gutierrez,1990-02-11,+44(0)1614960568,NO,Mauritania,30083,1975,08:05:14,23.315161,-20.5252965
Tamara Wood,1989-10-30,(0191) 496 0100,YES,Ghana,75291,1974,20:17:07,-120.240787,35.089549
Amanda Silva,2013-10-29,+44(0)1514960977,YES,Ethiopia,33744,1981,08:58:07,17.443156,14.4609125
Dana Rowe,1994-10-02,+44(0)113 496 0095,YES,Andorra,84503,1997,23:01:13,170.796572,-14.4224455
Nichole Mendez,1995-09-13,(0191) 496 0223,NO,Tonga,20684,2006,15:45:08,24.057952,59.2508015
Jennifer Jones,1982-04-29,+44909 879 0331,YES,Fiji,05331,2016,03:16:20,-77.385495,-89.7895045
John Gibson,1970-05-13,+44289018961,NO,Tunisia,04097,1982,01:31:46,-52.289755,0.1854305
Lisa Webster,1996-01-16,0306 999 0974,NO,Sudan,43023,2013,16:32:57,138.139482,30.5768325
Anthony Williams,1979-05-28,+4420 7496 0135,YES,Cameroon,70335,1971,20:40:47,105.320422,-36.092140
Yvonne Mcdonald,1976-10-25,+44(0)1174960206,YES,Australia,18063,2004,12:29:24,154.768441,-50.9688365
Bruce Brown,1996-04-14,+44115 496 0662,YES,Antigua and Barbuda,27415,1991,13:51:05,-103.213684,77.8419405
Zachary Clarke,1972-06-27,028 9018 0805,YES,Slovenia,29965,1976,14:43:09,151.423268,-78.796880
Elizabeth Johnson,1972-07-17,(0114) 4960428,NO,Trinidad and Tobago,13822,1990,12:54:58,55.807762,-24.453758
Paula Hughes,2001-08-29,01174960064,YES,Palestinian Territory,45870,2016,03:10:21,-30.483160,69.231559
Anthony Ellison,1983-06-16,(0114) 4960172,YES,Tokelau,45369,2006,16:22:07,25.742442,-79.9413415
Joseph Rodriguez,2002-01-20,(0116) 4960710,NO,Tonga,88864,1983,03:41:21,-153.882720,-1.498556
Jessica Kelly,2015-04-17,+44121 496 0828,NO,Iceland,70335,1984,13:10:48,48.844847,16.620670
Daniel Duran,2019-08-09,(0121)4960364,NO,Japan,22302,2016,01:57:58,64.093860,-43.2049195
Melissa Kelley,2013-02-02,(0909) 8790331,YES,Argentina,64285,1985,13:12:31,-106.658829,44.536387
Jerry Scott,1974-10-27,+44(0)116 496 0493,YES,Marshall Islands,54390,1986,08:23:08,158.996436,-50.469637
Jennifer Johnson,2015-12-26,+44(0)141 4960570,YES,El Salvador,85359,1982,22:48:56,170.556220,-9.2871425
Jordan Young,2003-10-31,(0191) 496 0474,NO,Monaco,93460,1990,10:41:33,-39.246643,-31.503282
Amy Perry,1994-01-17,+44(0)1614960451,YES,Liberia,57014,2011,06:27:01,-29.255460,-59.169333
James Johnson,2009-07-19,(01632) 960 266,YES,Japan,52737,2011,00:37:15,-33.157499,-79.085273
Sonya Todd,2005-08-11,(0113) 4960582,NO,Uruguay,07084,1999,14:26:36,-66.386588,4.0537225
Eric Shah,2001-04-03,(0117) 4960169,YES,Jersey,96448,1988,02:31:29,92.582817,31.331486
Richard Hinton,1975-06-23,0131 496 0983,NO,Israel,91757,2014,21:48:50,-22.386059,11.170320
Derrick Martinez,1989-12-04,+44808 1570593,YES,French Polynesia,23075,1977,10:35:21,114.214876,84.774880
Joseph Jackson,1989-03-16,(01632)960907,YES,French Polynesia,95387,1993,10:48:59,144.338385,80.443573
Debra Parker,2008-06-26,+44(0)191 4960200,YES,Algeria,91579,1978,13:21:01,-21.380085,77.988265
Brandon Brown,1975-10-02,+44116 4960998,YES,Togo,45018,1979,08:09:47,-31.226531,18.842603
Susan Manning,2008-07-10,+44(0)1632 960955,YES,Kazakhstan,86207,1975,06:34:16,148.223328,-34.4248835
Samantha Maddox,2000-08-22,0161 496 0270,NO,Morocco,16273,2019,19:21:45,-113.651825,-45.6997695
Jeremy Pacheco,1990-08-03,(020)74960712,YES,Nauru,53371,1988,01:39:43,111.963386,68.3798745
Justin Walker,2006-07-03,+44(0)20 74960769,YES,Yemen,34640,2011,17:16:29,-46.700533,-65.498864
Peter Leblanc,1983-06-02,(0151)4960623,NO,Cambodia,81112,2006,23:58:58,62.307642,-6.382907
Richard Phillips,1992-03-22,(029) 2018 0107,NO,Cook Islands,75821,2005,12:52:56,128.076171,30.9480565
Monica Daniels,1990-06-22,01632 960512,YES,United Kingdom,22832,1988,22:53:12,-109.940107,-12.361823
Shelia Love,2008-11-13,+441632960392,NO,Thailand,49092,1986,23:00:34,-69.874073,-69.856998
Dr. Wendy Knox,2011-11-19,+44(0)1174960256,YES,Christmas Island,52138,2000,09:26:17,156.977330,-66.9174455
Dustin Munoz,1981-02-01,+441414960538,NO,Saudi Arabia,64961,1982,11:47:28,-99.593927,-4.9426165
Sierra Pearson,2018-03-08,(0114) 4960169,NO,Holy See (Vatican City State),35630,1987,21:38:23,-161.464961,-8.831353
Andrea Martin,1976-11-26,0131 4960016,YES,United States Virgin Islands,82003,2020,21:06:41,-167.699970,-73.5202465
Lindsay Wilcox,1983-05-17,0114 496 0486,NO,Pakistan,85740,2004,06:07:43,-29.822878,63.7299375
Mrs. Paula Gardner,2001-10-14,+441632 960697,NO,British Virgin Islands,23197,1995,10:56:54,117.580838,-2.314719
Sharon Alexander,1982-01-10,(0909) 879 0634,YES,Cuba,32637,1974,07:10:00,-177.466545,50.8031825
Alyssa Schultz,1998-12-10,02074960395,YES,Bolivia,83997,2004,20:46:21,-64.213268,-12.4261135
Brian Harris,2010-05-25,03069990730,YES,Nauru,51485,2014,21:12:30,-69.516331,-11.479138
Jessica Snyder,1983-03-28,+44(0)292018597,NO,Egypt,64355,1970,04:58:32,34.593439,-86.583350
Matthew Lopez,1993-11-08,0115 4960174,NO,Andorra,04412,1971,08:12:22,49.369740,71.1423465
Cheryl Wyatt,1977-03-07,+44(0)1614960263,YES,Guadeloupe,41399,1998,21:54:43,-131.889604,46.159364
Haley Larsen,2004-03-11,(0808) 157 0652,YES,Saint Barthelemy,11644,2008,04:32:02,-45.116445,-7.9834365
James Hunter,2006-11-06,+441632960483,YES,Kazakhstan,10828,1982,08:40:03,-44.032721,86.386090
Jay Ray,1999-10-03,+44(0)151 4960011,NO,Singapore,12316,2002,06:50:57,-81.694620,79.2754745
Jenna Martinez,1980-04-27,0141 496 0377,NO,Turkey,08162,2014,09:57:20,94.432113,38.7114425
Kyle Heath,1989-07-24,0909 8790654,NO,Wallis and Futuna,21552,2014,16:20:18,48.558037,25.753285
Michael Duncan,1974-02-14,0306 9990753,YES,French Polynesia,71046,2018,07:34:40,-42.666327,24.9891285
Alyssa Morrison,1995-03-09,+441632 960438,YES,Bahamas,98462,2008,10:12:30,-2.903471,73.436374
Ms. Samantha Lopez,1990-09-04,+44(0)191 496 0105,YES,Armenia,92334,2019,10:49:14,-32.103467,-46.121732
Matthew Landry,1976-10-02,+441184960837,YES,Djibouti,44004,2017,04:44:11,164.060848,-18.3958425
Stephanie Walker,1972-12-27,(0117)4960239,NO,Brunei Darussalam,93588,2002,16:30:42,65.014693,44.8078935
Dale Davis,2002-09-18,01184960174,YES,Samoa,20375,1983,22:35:33,-149.526055,63.804318
Jill Chandler,2015-05-30,0131 4960966,YES,Tanzania,33101,2014,06:24:54,-132.508424,-81.077136
Jennifer Case,1972-01-18,+442074960194,YES,Cuba,24770,2021,09:34:24,78.814799,34.9008375
Ashley Thompson,1976-04-29,+44(0)8081570528,YES,Jordan,86657,1972,07:55:21,42.051677,7.721787
Billy Hughes,1970-08-28,+44(0)161 496 0435,NO,Liberia,03469,1994,11:10:34,-32.925767,25.6328225
Michael Hart,2010-05-02,(0161) 496 0536,NO,Bahamas,58682,1988,00:56:16,-62.300034,-10.347557
Ashley Smith MD,1987-01-14,+44(0)1174960859,YES,Dominican Republic,22092,1970,16:16:02,-23.066266,17.2230115
Christopher Rogers,2016-07-04,+44(0)8081570706,YES,Spain,44362,2012,12:42:09,-58.874130,-51.8364045
Donna Hall,1997-06-05,+441134960453,NO,Cocos (Keeling) Islands,66918,1979,05:52:31,-177.078476,-44.587684
Raymond Warren,1999-08-07,(029) 2018897,NO,Zambia,73055,2020,02:37:57,-178.602541,-87.892478
Holly Grant,2010-08-25,(0114) 496 0966,NO,Mongolia,48248,1991,12:08:38,-78.465966,-22.459816
Jeremiah Watts,2005-12-03,+44(0)1144960900,YES,Slovakia (Slovak Republic),98246,1972,14:24:06,-155.059775,36.930953
Heather Howard,1984-01-20,+44118 4960631,YES,Ireland,70240,2004,22:08:52,-92.513148,-20.1036255
Taylor May,2009-12-16,029 2018 0368,YES,Morocco,22646,1975,07:20:57,174.249319,23.3521725
Carrie Parker,1980-10-30,0909 8790455,NO,Ireland,34402,1993,21:48:54,152.994055,-30.1370755
Chad Hudson,1979-06-28,+44131 496 0081,NO,Bhutan,97121,1995,11:23:20,-177.102554,51.6953285
Alexander Kelly,2015-07-22,01614960593,NO,Turkmenistan,19581,1988,15:54:01,53.399225,52.6018245
Joshua Walker,1977-04-23,0909 8790465,YES,Serbia,91602,2000,20:47:37,-34.612792,-46.182590
Desiree Ponce,1983-02-08,+4429 2018726,NO,China,01344,1986,10:42:53,27.339841,-63.0291855
Patrick Torres,2017-05-09,(0131) 496 0686,NO,Bolivia,98066,1994,00:18:13,175.448595,-22.669539
Molly Ramirez,1976-06-19,(0306) 999 0634,NO,Solomon Islands,20414,1973,06:40:01,-113.714314,21.297729
Cassandra Moore,2000-01-08,(020) 74960870,YES,Brazil,49056,1989,16:29:14,-79.897172,83.323127
Kerry Mendez,2009-10-31,01174960100,YES,Belize,16133,1997,17:03:21,-31.219777,16.8463785
Catherine Davis,1974-01-27,+44(0)118 4960574,YES,Uzbekistan,53324,2021,01:11:15,138.017124,29.6639975
Cynthia Paul,2004-12-14,+44(0)118 496 0033,NO,Tunisia,58219,1984,10:17:07,-15.351596,-33.3337705
Nathan Carroll,1973-05-10,+441632960349,YES,Paraguay,13576,1974,15:57:19,-113.520064,-26.6108245
Dawn Roach,1977-09-20,+4429 2018032,NO,Gabon,16168,2009,20:34:13,-149.250723,-54.198332
Spencer Ray,1985-11-07,0161 4960110,NO,Grenada,68004,1982,13:58:01,-69.618268,19.263191
Amy Davis,2012-06-17,0114 496 0303,YES,Iran,78130,2000,22:32:27,-2.124559,4.030027
Clayton Harper,1990-12-14,+44306 9990146,YES,Romania,18351,2015,16:06:44,4.295090,-11.6163365
Natasha Morris,1970-10-05,(0113) 496 0923,YES,Congo,21957,2011,20:37:52,-66.758752,30.2718275
Kristin Soto,1972-03-16,(0131)4960335,YES,Sao Tome and Principe,76391,2020,22:05:03,143.204902,-62.164493
Bruce Tate,1974-08-11,+44(0)121 496 0285,YES,Saint Kitts and Nevis,59308,1985,18:57:25,-24.539910,82.898488
Jordan Evans,1992-01-11,(0151) 496 0951,YES,Turkey,49472,1997,18:02:57,51.386218,-70.781477
Andre Flores,1993-10-16,(0115) 496 0425,YES,Comoros,87856,2017,00:44:25,-21.977544,20.5425915
Tasha Edwards,2001-01-23,0114 496 0986,NO,Montenegro,11106,2003,03:12:49,12.666225,30.103654
Mrs. Sarah Hahn,1989-06-30,028 9018634,NO,Honduras,65226,1982,11:53:12,76.882696,4.344448
Roberto Zavala,2012-10-16,+44118 496 0060,NO,Lesotho,62539,2010,18:23:51,13.525414,1.3607795
Jacqueline Guzman,2006-08-03,+44(0)116 496 0015,YES,Nepal,41684,2013,23:51:14,-166.491167,17.3240465
Katherine Williams,1996-09-24,(0306)9990923,YES,Libyan Arab Jamahiriya,26813,2003,01:45:57,-31.551906,-59.5269025
Tiffany Meyer,2005-03-31,(0131) 496 0856,NO,Saint Kitts and Nevis,23301,1988,01:03:59,-29.919354,13.358469
Isaac Martin,1982-05-10,+4429 2018 0515,NO,Brunei Darussalam,17387,1984,11:23:58,-166.853716,-19.764544
Cynthia Friedman,1979-11-06,+44(0)1632 960 685,NO,Timor-Leste,13945,1982,09:29:21,101.304134,-12.9535025
Ms. Barbara Malone MD,1989-01-20,01414960278,NO,United States Minor Outlying Islands,03766,2000,10:29:49,8.945911,54.410181
Steven Williams,2010-10-24,(028) 9018 0970,YES,Saint Helena,55712,1988,08:48:46,142.866741,66.341393
Elizabeth Kelly,2014-01-24,(0909)8790953,NO,Brazil,71766,2021,12:09:36,36.339266,49.6547335
